Name,Franchise_Name,Is_Franchise,Platform,Year,Release_Month,Genre,Publisher,Developer,Rating,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
Wizardry XTH: Unlimited Students,Wizardry XTH,0,PS2,2006.0,3.0,Role-Playing,Michaelsoft,,,0.0,0.0,0.01,0.0,0.01,,,,
Instant Brain,Instant Brain,0,X360,2011.0,11.0,Adventure,Cave,,,0.0,0.0,0.01,0.0,0.01,,,,
Coronation Street: The Mystery of the Missing Hotpot Recipe,Coronation Street,0,PC,2011.0,7.0,Adventure,Avanquest,,,0.0,0.01,0.0,0.0,0.01,,,,
Dead Rising,Dead Rising,1,XOne,2016.0,9.0,Action,Capcom,Capcom,M,0.01,0.0,0.0,0.0,0.01,,,8.8,12.0
Abunai: Koi no Sousa Shitsu,Abunai,1,PSP,2012.0,5.0,Action,Quinrose,,,0.0,0.0,0.01,0.0,0.01,,,,
MLB 15: The Show,MLB,1,PSV,2015.0,3.0,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E,0.01,0.0,0.0,0.0,0.01,,,8.8,5.0
Azure Striker Gunvolt,Azure Striker Gunvolt,1,3DS,2016.0,8.0,Action,Yacht Club Games,Inti Creates,E10+,0.01,0.0,0.0,0.0,0.01,77.0,20.0,8.4,62.0
Penguins of Madagascar,Penguins of Madagascar,1,Wii,2014.0,11.0,Action,Namco Bandai Games,Little Orbit,E,0.0,0.01,0.0,0.0,0.01,,,tbd,
Magic Encyclopedia: Moonlight,Magic Encyclopedia,0,DS,2010.0,10.0,Misc,Foreign Media Games,,,0.0,0.01,0.0,0.0,0.01,,,,
Don Bradman Cricket 14,Don Bradman Cricket,1,PS3,2014.0,4.0,Sports,Tru Blu Entertainment,Big Ant Studios,E,0.0,0.01,0.0,0.0,0.01,73.0,5.0,6.9,55.0
SoulLink Extension,SoulLink Extension,0,PS2,2006.0,6.0,Adventure,Interchannel,,,0.0,0.0,0.01,0.0,0.01,,,,
Codename: Panzers Phase Two,Codename,1,PC,2005.0,7.0,Strategy,CDV Software Entertainment,Stormregion,T,0.0,0.01,0.0,0.0,0.01,80.0,36.0,8.1,15.0
Winning Post 7 Maximum 2008,Winning Post 7 Maximum 2008,1,PS2,2008.0,3.0,Sports,Tecmo Koei,,,0.0,0.0,0.01,0.0,0.01,,,,
Samurai Shodown Anthology (JP sales),Samurai Shodown Anthology (JP sales),0,PS2,2008.0,3.0,Fighting,Ignition Entertainment,,,0.0,0.0,0.01,0.0,0.01,,,,
Sangoku Koi Senki: Otome no Heihou!,Sangoku Koi Senki,1,PS2,2011.0,,Adventure,Prototype,,,0.0,0.0,0.01,0.0,0.01,,,,
Alfa Romeo Racing Italiano,Alfa Romeo Racing Italiano,0,PS2,2005.0,3.0,Racing,Black Bean Games,Milestone S.r.l,E,0.01,0.01,0.0,0.0,0.01,,,6.8,5.0
"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",Pachi-Slot Teiou,0,PS2,2002.0,5.0,Misc,Media Entertainment,,,0.0,0.0,0.01,0.0,0.01,,,,
The Last Remnant,The Last Remnant,1,PC,2009.0,3.0,Role-Playing,Square Enix,Square Enix,M,0.0,0.01,0.0,0.0,0.01,66.0,23.0,8.3,240.0
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,Kaitou Joker,0,3DS,2015.0,6.0,Action,Namco Bandai Games,,,0.0,0.0,0.01,0.0,0.01,,,,
Super Robot Taisen XO,Super Robot Taisen XO,0,X360,2006.0,11.0,Strategy,Banpresto,,,0.0,0.0,0.01,0.0,0.01,,,,
Aquaman: Battle for Atlantis,Aquaman,1,XB,,7.0,Action,Unknown,Lucky Chicken,T,0.01,0.0,0.0,0.0,0.01,26.0,13.0,2.7,15.0
Raven's Cry,Raven's Cry,0,PS4,2015.0,1.0,Role-Playing,TopWare Interactive,,,0.0,0.01,0.0,0.0,0.01,,,,
Call of Juarez,Call of Juarez,1,PC,2006.0,6.0,Shooter,Ubisoft,Techland,M,0.0,0.01,0.0,0.0,0.01,72.0,25.0,7.8,223.0
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,Pachitte Chonmage Tatsujin,1,PS2,2010.0,5.0,Misc,Hackberry,,,0.0,0.0,0.01,0.0,0.01,,,,
Unreal Tournament 2003,Unreal Tournament 2003,0,PC,2002.0,9.0,Shooter,Atari,Digital Extremes,M,0.0,0.01,0.0,0.0,0.01,86.0,27.0,8.2,98.0
Neverwinter Nights 2: Mask of the Betrayer,Neverwinter Nights,1,PC,2007.0,10.0,Role-Playing,Atari,Obsidian Entertainment,T,0.0,0.01,0.0,0.0,0.01,82.0,25.0,8.8,182.0
Mortal Kombat: Tournament Edition,Mortal Kombat,1,GBA,2003.0,8.0,Fighting,Midway Games,Criterion Games,M,0.01,0.0,0.0,0.0,0.01,75.0,14.0,8.1,8.0
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,SeaWorld Adventure Parks,1,XB,2005.0,11.0,Adventure,Activision,,,0.01,0.0,0.0,0.0,0.01,,,,
Diary Girl,Diary Girl,0,DS,2008.0,3.0,Misc,Konami Digital Entertainment,Konami,E,0.01,0.0,0.0,0.0,0.01,,,tbd,
Shitsuji ga Aruji o Erabu Toki,Shitsuji ga Aruji o Erabu Toki,0,PSV,2016.0,2.0,Adventure,Unknown,,,0.0,0.0,0.01,0.0,0.01,,,,
Rayman Raving Rabbids,Rayman Raving Rabbids,1,PC,2006.0,12.0,Misc,Ubisoft,Ubisoft Bulgaria,E,0.0,0.01,0.0,0.0,0.01,58.0,6.0,7.6,31.0
War for the Overworld,War for the Overworld,0,PC,2015.0,4.0,Strategy,Unknown,Subterranean Games,,0.0,0.01,0.0,0.0,0.01,65.0,14.0,7.7,90.0
World Poker Tour,World Poker Tour,1,GBA,2005.0,10.0,Misc,Take-Two Interactive,Backbone Emeryville,E,0.01,0.0,0.0,0.0,0.01,,,tbd,
Best Of Tests,Best Of Tests,0,DS,2008.0,3.0,Puzzle,Conspiracy Entertainment,,,0.01,0.0,0.0,0.0,0.01,,,,
Infinite Stratos 2: Love and Purge,Infinite Stratos,1,PSV,2015.0,9.0,Action,5pb,,,0.0,0.0,0.01,0.0,0.01,,,,
Honda ATV Fever,Honda ATV Fever,1,DS,2010.0,10.0,Racing,Storm City Games,Beyond Reality,E,0.01,0.0,0.0,0.0,0.01,,,tbd,
Umihara Kawase Jun: Second Edition Kanzenban,Umihara Kawase Jun,0,DS,2009.0,10.0,Puzzle,Genterprise,,,0.0,0.0,0.01,0.0,0.01,,,,
50 Classic Games,50 Classic Games,1,3DS,2012.0,3.0,Misc,Avanquest Software,,,0.0,0.01,0.0,0.0,0.01,,,,
Psycho-Pass,Psycho-Pass,1,XOne,2014.0,,Adventure,5pb,,,0.0,0.0,0.01,0.0,0.01,,,,
Fab 5 Soccer,Fab 5 Soccer,0,DS,2008.0,4.0,Sports,Destineer,Magellan Interactive,E,0.01,0.0,0.0,0.0,0.01,,,tbd,
Destiny Links,Destiny Links,0,DS,2009.0,2.0,Role-Playing,Namco Bandai Games,,,0.0,0.0,0.01,0.0,0.01,,,,
Egg Mania: Eggstreme Madness,Egg Mania,1,XB,2002.0,9.0,Puzzle,Kemco,HotGen,E,0.01,0.0,0.0,0.0,0.01,58.0,7.0,tbd,
Pro Angler Moves,Pro Angler Moves,0,PS3,2012.0,4.0,Sports,"Interworks Unlimited, Inc.","Interworks Unlimited, Inc.",E,0.01,0.0,0.0,0.0,0.01,,,tbd,
WRC: FIA World Rally Championship,WRC,1,PC,,,Racing,Black Bean Games,Black Bean Games,RP,0.0,0.01,0.0,0.0,0.01,65.0,7.0,,
Sakura Sakura: Haru Urara,Sakura Sakura,0,PSP,2010.0,8.0,Adventure,GN Software,,,0.0,0.0,0.01,0.0,0.01,,,,
Rocksmith 2014 Edition Remastered,Rocksmith 2014 Edition Remastered,1,XOne,2016.0,10.0,Misc,Ubisoft,Ubisoft,T,0.01,0.0,0.0,0.0,0.01,,,tbd,
Uta no * Prince-Sama: Sweet Serenade,Uta no * Prince-Sama,1,PSP,2011.0,2.0,Adventure,Broccoli,,,0.0,0.0,0.01,0.0,0.01,,,,
Higurashi no Naku Koro ni Iki,Higurashi no Naku Koro ni Iki,1,PS3,2015.0,3.0,Action,Kaga Create,,,0.0,0.0,0.01,0.0,0.01,,,,
The Legend of Heroes: Trails in the Sky Third Chapter,The Legend of Heroes,1,PS3,2013.0,,Role-Playing,Falcom Corporation,,,0.0,0.0,0.01,0.0,0.01,,,,
Road Trip: Shifting Gears,Road Trip,1,GBA,2002.0,4.0,Racing,Zoo Digital Publishing,Takara,E,0.01,0.0,0.0,0.0,0.01,,,7.6,5.0
Rewrite,Rewrite,0,PSV,2014.0,8.0,Adventure,Prototype,,,0.0,0.0,0.01,0.0,0.01,,,,
Darksiders: Warmastered Edition,Darksiders,1,XOne,2016.0,11.0,Action,Nordic Games,Nordic Games Publishing,M,0.01,0.0,0.0,0.0,0.01,80.0,13.0,7.9,14.0
Major Dream: Major Wii Nagero! Gyroball!!,Major Dream,1,Wii,2008.0,2.0,Sports,Takara Tomy,,,0.0,0.0,0.01,0.0,0.01,,,,
"Iza, Shutsujin! Koisen","Iza, Shutsujin! Koisen",0,PSP,2011.0,5.0,Adventure,Quinrose,,,0.0,0.0,0.01,0.0,0.01,,,,
Grand Theft Auto III,Grand Theft Auto,1,PC,2002.0,5.0,Action,Take-Two Interactive,"DMA Design, Rockstar North",M,0.0,0.01,0.0,0.0,0.01,93.0,20.0,8.4,805.0
Hiiro no Kakera: Shin Tamayori Hime Denshou,Hiiro no Kakera,1,PS2,2009.0,10.0,Adventure,Idea Factory,,,0.0,0.0,0.01,0.0,0.01,,,,
Datenshi no Amai Yuuwaku x Kaikan Phrase,Datenshi no Amai Yuuwaku x Kaikan Phrase,0,DS,2010.0,2.0,Adventure,FuRyu,,,0.0,0.0,0.01,0.0,0.01,,,,
Grooverider: Slot Car Thunder,Grooverider,1,XB,2003.0,9.0,Racing,Encore,King of the Jungle,E,0.01,0.0,0.0,0.0,0.01,45.0,9.0,7.3,8.0
Super PickUps,Super PickUps,1,Wii,2009.0,3.0,Racing,XS Games,Milestone S.r.l,E,0.01,0.0,0.0,0.0,0.01,,,tbd,
Bakumatsu Koihana: Shinsengumi DS,Bakumatsu Koihana,0,DS,2008.0,11.0,Adventure,D3Publisher,,,0.0,0.0,0.01,0.0,0.01,,,,
Digger Simulator,Digger Simulator,0,PC,2011.0,8.0,Simulation,Excalibur Publishing,,,0.0,0.01,0.0,0.0,0.01,,,,
Miyako: Awayuki no Utage,Miyako,1,PSP,2012.0,4.0,Action,Idea Factory,,,0.0,0.0,0.01,0.0,0.01,,,,
LifeSigns: Surgical Unit,LifeSigns,0,DS,2005.0,11.0,Simulation,JoWood Productions,Spike,T,0.01,0.01,0.0,0.0,0.01,61.0,17.0,7.8,5.0
Konami Classics Vol. 2,Konami Classics Vol.,1,X360,2009.0,12.0,Misc,Konami Digital Entertainment,Konami,E10+,0.01,0.0,0.0,0.0,0.01,,,tbd,
The Technomancer,The Technomancer,1,PC,2016.0,6.0,Role-Playing,Focus Home Interactive,"Spidersoft, Spiders",M,0.0,0.01,0.0,0.0,0.01,56.0,34.0,6.8,149.0
Football Manager Live,Football Manager Live,0,PC,2009.0,1.0,Sports,Sega,Sports Interactive,,0.0,0.01,0.0,0.0,0.01,82.0,23.0,3.1,45.0
Aeon Flux,Aeon Flux,1,XB,2005.0,11.0,Action,THQ,Terminal Reality,T,0.01,0.0,0.0,0.0,0.01,69.0,27.0,3,4.0
Marginal #4: Idol of Supernova,Marginal #4,0,PSV,2014.0,11.0,Adventure,Idea Factory,,,0.0,0.0,0.01,0.0,0.01,,,,
Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,0,DS,2011.0,3.0,Misc,Namco Bandai Games,,,0.0,0.0,0.01,0.0,0.01,,,,
Kana: Imouto,Kana,0,PSP,2010.0,10.0,Adventure,CyberFront,,,0.0,0.0,0.01,0.0,0.01,,,,
Rock N' Roll Racing,Rock N' Roll Racing,0,SNES,1993.0,6.0,Racing,Interplay,,,0.0,0.0,0.01,0.0,0.01,,,,
Impossible Creatures,Impossible Creatures,0,PC,2002.0,12.0,Strategy,Microsoft Game Studios,Relic,T,0.0,0.01,0.0,0.0,0.01,72.0,30.0,8,39.0
Serious Sam II,Serious Sam,1,PC,2005.0,10.0,Shooter,Take-Two Interactive,Croteam,M,0.0,0.01,0.0,0.0,0.01,74.0,31.0,7,152.0
Football Academy,Football Academy,0,DS,2009.0,3.0,Sports,Electronic Arts,,,0.0,0.01,0.0,0.0,0.01,,,,
GoGo's Crazy Bones,GoGo's Crazy Bones,0,DS,2012.0,3.0,Action,GameMill Entertainment,Black Lantern Studios,E,0.0,0.01,0.0,0.0,0.01,,,tbd,
Norn + Nonette: Last Era,Norn + Nonette,1,PSV,2015.0,4.0,Action,Idea Factory,,,0.0,0.0,0.01,0.0,0.01,,,,
Nodame Cantabile,Nodame Cantabile,1,PS2,2007.0,7.0,Misc,Banpresto,,,0.0,0.0,0.01,0.0,0.01,,,,
Games Around the World,Games Around the World,0,DS,2010.0,11.0,Misc,Zoo Games,Zoo Games,E10+,0.01,0.0,0.0,0.0,0.01,,,tbd,
Hitotsu Tobashi Renai V,Hitotsu Tobashi Renai,0,PSV,2015.0,1.0,Adventure,Kaga Create,,,0.0,0.0,0.01,0.0,0.01,,,,
Blitzkrieg 2 Anthology,Blitzkrieg 2 Anthology,0,PC,2008.0,2.0,Strategy,Ascaron Entertainment GmbH,"1C, Various, 1C Company",,0.0,0.01,0.0,0.0,0.01,,,tbd,
DoDonPachi Saidaioujou,DoDonPachi Saidaioujou,0,X360,2013.0,5.0,Shooter,Cave,,,0.0,0.0,0.01,0.0,0.01,,,,
Last Escort: Club Katze,Last Escort,1,PS2,2010.0,2.0,Adventure,D3Publisher,,,0.0,0.0,0.01,0.0,0.01,,,,
Fuuraiki 3,Fuuraiki,0,PSV,2015.0,2.0,Action,Unknown,,,0.0,0.0,0.01,0.0,0.01,,,,
Phantasy Star Online 2 Episode 4: Deluxe Package,Phantasy Star Online 2 Episode,1,PSV,2017.0,4.0,Role-Playing,Sega,,,0.0,0.0,0.01,0.0,0.01,,,,
1/2 Summer +,1/2 Summer +,0,PSP,2013.0,7.0,Adventure,Kaga Create,,,0.0,0.0,0.01,0.0,0.01,,,,
Winning Post 7 Maximum 2008,Winning Post 7 Maximum 2008,1,PS3,2008.0,3.0,Sports,Tecmo Koei,,,0.0,0.0,0.01,0.0,0.01,,,,
SBK09 Superbike World Championship,SBK09 Superbike World Championship,0,PS3,2009.0,5.0,Racing,Black Bean Games,,,0.0,0.01,0.0,0.0,0.01,,,,
Tears to Tiara: Kakan no Daichi Portable,Tears to Tiara,1,PSP,2010.0,11.0,Adventure,Aqua Plus,,,0.0,0.0,0.01,0.0,0.01,,,,
Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,Tantei Jinguuji Saburo DS,1,DS,2009.0,3.0,Adventure,Arc System Works,,,0.0,0.0,0.01,0.0,0.01,,,,
Ninja Gaiden Sigma 2,Ninja Gaiden Sigma,1,PSV,2013.0,2.0,Action,Tecmo Koei,,,0.0,0.0,0.01,0.0,0.01,,,,
UEFA Champions League 2006-2007,UEFA Champions League 2006-2007,1,PSP,2007.0,3.0,Sports,Electronic Arts,EA Canada,E,0.01,0.0,0.0,0.0,0.01,71.0,14.0,tbd,
Monster Rancher Advance 2,Monster Rancher Advance,0,GBA,2002.0,11.0,Simulation,Tecmo Koei,"Tecmo, Graphic Research",E,0.01,0.0,0.0,0.0,0.01,79.0,5.0,9.4,9.0
Big Hero 6: Battle in the Bay,Big Hero,0,3DS,2014.0,10.0,Action,GameMill Entertainment,,,0.0,0.01,0.0,0.0,0.01,,,,
Dr. Slump & Arale-Chan,Dr. Slump & Arale-Chan,0,DS,2008.0,10.0,Adventure,Namco Bandai Games,,,0.0,0.0,0.01,0.0,0.01,,,,
Madden NFL 13,Madden NFL,1,PS3,2012.0,8.0,Sports,Electronic Arts,EA Tiburon,E,0.0,0.01,0.0,0.0,0.01,83.0,22.0,5.5,101.0
Umineko no Naku Koro ni Portable 1,Umineko no Naku Koro ni Portable,0,PSP,2011.0,10.0,Adventure,Alchemist,,,0.0,0.0,0.01,0.0,0.01,,,,
Festa!! Hyper Girls Party,Festa!! Hyper Girls Party,0,PS2,2006.0,6.0,Adventure,KID,,,0.0,0.0,0.01,0.0,0.01,,,,
Geten no Hana: Yume Akari,Geten no Hana,1,PSP,2014.0,2.0,Misc,Tecmo Koei,,,0.0,0.0,0.01,0.0,0.01,,,,
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,Kikiite Hajimaru,0,DS,2008.0,12.0,Misc,Benesse,,,0.0,0.0,0.01,0.0,0.01,,,,
Vanark,Vanark,0,PS,1999.0,3.0,Shooter,Jaleco,,,0.01,0.01,0.0,0.0,0.01,,,,
Game Book DS: Sword World 2.0,Game Book DS,0,DS,2009.0,10.0,Role-Playing,Broccoli,,,0.0,0.0,0.01,0.0,0.01,,,,
WTA Tour Tennis,WTA Tour Tennis,1,XB,2002.0,9.0,Sports,Konami Digital Entertainment,Konami,E,0.01,0.0,0.0,0.0,0.01,,,tbd,
Fernbus Simulator,Fernbus Simulator,0,PC,2016.0,8.0,Simulation,Aerosoft,TML-Studios,,0.0,0.01,0.0,0.0,0.01,,,tbd,
Furious Karting,Furious Karting,0,XB,2003.0,3.0,Racing,Atari,Babylon Software,T,0.01,0.0,0.0,0.0,0.01,63.0,17.0,tbd,
IL-2 Sturmovik,IL-2 Sturmovik,1,PC,2001.0,11.0,Simulation,Blue Byte,"1C, 1C Company",T,0.0,0.01,0.0,0.0,0.01,91.0,12.0,8.8,130.0
NHL 16,NHL,1,PS3,2015.0,9.0,Sports,Electronic Arts,,,0.0,0.01,0.0,0.0,0.01,,,,
Pet Shop Monogatari DS 2,Pet Shop Monogatari DS,0,DS,2010.0,4.0,Simulation,Taito,,,0.0,0.0,0.01,0.0,0.01,,,,
Monkey Madness: Island Escape,Monkey Madness,0,DS,2010.0,3.0,Action,Storm City Games,Storm City Games,E10+,0.01,0.0,0.0,0.0,0.01,,,tbd,
Chokkan! Asonde Relaxuma,Chokkan! Asonde Relaxuma,0,DS,2008.0,9.0,Action,Rocket Company,,,0.0,0.0,0.01,0.0,0.01,,,,
Hot Wheels: Stunt Track Challenge / World Race,Hot Wheels,1,GBA,2006.0,8.0,Racing,"Destination Software, Inc",,,0.01,0.0,0.0,0.0,0.01,,,,
Minna no Conveni,Minna no Conveni,0,DS,2010.0,2.0,Simulation,Taito,,,0.0,0.0,0.01,0.0,0.01,,,,
Accel World: Kasoku no Chouten,Accel World,1,PSP,2013.0,1.0,Adventure,Namco Bandai Games,,,0.0,0.0,0.01,0.0,0.01,,,,
Azure Striker Gunvolt: Striker Pack,Azure Striker Gunvolt,1,3DS,2016.0,10.0,Action,Inti Creates,Inti Creates,T,0.0,0.0,0.01,0.0,0.01,,,tbd,
SoulCalibur Legends (JP sales),SoulCalibur Legends (JP sales),0,Wii,2007.0,11.0,Action,Namco Bandai Games,,,0.0,0.0,0.01,0.0,0.01,,,,
Theatre Of War,Theatre Of War,0,PC,2007.0,5.0,Strategy,Kalypso Media,"Battlefront.com, 1C, 1C Company",T,0.0,0.01,0.0,0.0,0.01,66.0,13.0,6.2,21.0
Izumo 2,Izumo,0,PS2,2006.0,4.0,Adventure,GN Software,,,0.0,0.0,0.01,0.0,0.01,,,,
Entaku no Seito: Students of Round,Entaku no Seito,1,X360,2011.0,2.0,Role-Playing,ChunSoft,,,0.0,0.0,0.01,0.0,0.01,,,,
Bratz: Forever Diamondz,Bratz,1,PS2,2006.0,9.0,Adventure,THQ,Blitz Games,E,0.01,0.01,0.0,0.0,0.01,,,tbd,
Smiley World: Island Challenge,Smiley World,0,DS,2009.0,4.0,Puzzle,Zoo Digital Publishing,Frame Studios Interactive,E,0.01,0.0,0.0,0.0,0.01,,,tbd,
PC Engine Best Collention: Ginga Ojousama Densetsu Collection,PC Engine Best Collention,0,PSP,2008.0,7.0,Adventure,Hudson Soft,,,0.0,0.0,0.01,0.0,0.01,,,,
Isshoni Gohan. Portable,Isshoni Gohan. Portable,0,PSP,2013.0,1.0,Adventure,Boost On,,,0.0,0.0,0.01,0.0,0.01,,,,
King of Fighters 2002: Unlimited Match Tougeki Ver.,King of Fighters 2002,0,PS2,2010.0,6.0,Fighting,SNK Playmore,,,0.0,0.0,0.01,0.0,0.01,,,,
Hanayamata: Yosakoi Live,Hanayamata,0,PSV,2014.0,11.0,Adventure,Namco Bandai Games,,,0.0,0.0,0.01,0.0,0.01,,,,
Malice,Malice,1,XB,2004.0,6.0,Platform,Evolved Games,Argonaut Games,T,0.01,0.0,0.0,0.0,0.01,48.0,16.0,tbd,
htoL#NiQ: The Firefly Diary,htoL#NiQ,0,PSV,2014.0,,Platform,Nippon Ichi Software,Nippon Ichi Software,T,0.0,0.0,0.01,0.0,0.01,58.0,16.0,7.7,23.0
Rosario to Vampire: Tanabata no Miss Youkai Gakuen,Rosario to Vampire,0,DS,2008.0,3.0,Adventure,Capcom,,,0.0,0.0,0.01,0.0,0.01,,,,
Virtua Tennis 3,Virtua Tennis,1,PC,2007.0,3.0,Sports,Sega,Sumo Digital,E,0.0,0.01,0.0,0.0,0.01,,,7.4,17.0
Wallace & Gromit: Curse of the Were-Rabbit,Wallace & Gromit,1,XB,2005.0,9.0,Adventure,Konami Digital Entertainment,,,0.01,0.0,0.0,0.0,0.01,,,,
Worms: WMD,Worms,1,XOne,2016.0,8.0,Action,Sold Out,Team 17,E10+,0.01,0.0,0.0,0.0,0.01,75.0,24.0,8.1,7.0
Ouka Sengoku Portable,Ouka Sengoku Portable,0,PSP,2012.0,7.0,Adventure,Alchemist,,,0.0,0.0,0.01,0.0,0.01,,,,
Shepherd's Crossing,Shepherd's Crossing,0,PSP,2009.0,5.0,Simulation,Success,Success,E,0.0,0.0,0.01,0.0,0.01,,,tbd,
The Book of Unwritten Tales 2,The Book of Unwritten Tales,1,WiiU,2016.0,2.0,Adventure,Nordic Games,KING Art,T,0.0,0.01,0.0,0.0,0.01,,,tbd,
Dark Parables: The Exiled Prince,Dark Parables,0,PC,2011.0,2.0,Puzzle,Unknown,Blue Tea Games,E10+,0.0,0.01,0.0,0.0,0.01,,,tbd,
Tactics Layer: Ritina Guard Senki,Tactics Layer,0,DS,2009.0,5.0,Strategy,D3Publisher,,,0.0,0.0,0.01,0.0,0.01,,,,
Hyakka Yakou,Hyakka Yakou,0,PSV,2015.0,2.0,Action,Unknown,,,0.0,0.0,0.01,0.0,0.01,,,,
San-X Character Channel: All-Star Daishuugou!,San-X Character Channel,0,DS,2008.0,8.0,Action,MTO,,,0.0,0.0,0.01,0.0,0.01,,,,
Fuun Shinsengumi Bakumatsuden Portable,Fuun Shinsengumi Bakumatsuden Portable,0,PSP,2009.0,12.0,Action,From Software,,,0.01,0.0,0.0,0.0,0.01,,,,
Doki-Doki Universe,Doki-Doki Universe,0,PSV,2013.0,12.0,Adventure,Sony Computer Entertainment,SCEA,E10+,0.0,0.01,0.0,0.0,0.01,66.0,7.0,5.7,16.0
Sega Golf Club: Miyazato San Kyoudai Naizou,Sega Golf Club,0,PS3,2006.0,11.0,Sports,Sega,,,0.0,0.0,0.01,0.0,0.01,,,,
Rozen Maiden: Gebetgarten,Rozen Maiden,1,PS2,2007.0,3.0,Fighting,Taito,,,0.0,0.0,0.01,0.0,0.01,,,,
Sangoku Koi Senki: Omoide Gaeshi - CS Edition,Sangoku Koi Senki,1,PSV,2016.0,,Adventure,Prototype,,,0.0,0.0,0.01,0.0,0.01,,,,
Homeworld Remastered Collection,Homeworld Remastered Collection,0,PC,,2.0,Strategy,,Gearbox Software,E10+,0.0,0.01,0.0,0.0,0.01,86.0,49.0,8.2,324.0
Princess Arthur,Princess Arthur,0,PSP,2013.0,3.0,Misc,Idea Factory,,,0.0,0.0,0.01,0.0,0.01,,,,
Brain Exercise With Dr. Kawashima,Brain Exercise With Dr. Kawashima,0,PC,2009.0,5.0,Puzzle,Namco Bandai Games,,,0.0,0.01,0.0,0.0,0.01,,,,
Sherlock Holmes: The Devil's Daughter,Sherlock Holmes,1,PC,2016.0,10.0,Adventure,Bigben Interactive,Frogwares,T,0.0,0.01,0.0,0.0,0.01,65.0,18.0,7.3,72.0
Sakura-Sou no Pet na Kanojo,Sakura-Sou no Pet na Kanojo,1,PSP,2013.0,2.0,Adventure,Kadokawa Games,,,0.0,0.0,0.01,0.0,0.01,,,,
Fatal Fury: Battle Archives Volume 2 (JP sales),Fatal Fury,1,PS2,2007.0,4.0,Fighting,SNK Playmore,,,0.0,0.0,0.01,0.0,0.01,,,,
Toro to Morimori,Toro to Morimori,0,PS3,2009.0,7.0,Misc,Sony Computer Entertainment,,,0.0,0.0,0.01,0.0,0.01,,,,
Tantei Jinguuji Saburo: Hai to Diamond,Tantei Jinguuji Saburo,0,PSP,2009.0,9.0,Adventure,Arc System Works,,,0.0,0.0,0.01,0.0,0.01,,,,
Satisfashion,Satisfashion,1,Wii,2010.0,6.0,Misc,Destineer,XS Games,E,0.01,0.0,0.0,0.0,0.01,,,tbd,
Truck Racer,Truck Racer,0,Wii,2009.0,5.0,Racing,Nordic Games,,,0.0,0.01,0.0,0.0,0.01,,,,
Metal Slug Anthology,Metal Slug Anthology,1,PS2,2007.0,3.0,Shooter,Ignition Entertainment,Terminal Reality,T,0.0,0.0,0.01,0.0,0.01,80.0,20.0,8.1,16.0
Shorts,Shorts,0,DS,,8.0,Platform,Unknown,Artificial Mind and Movement,E10+,0.01,0.0,0.0,0.0,0.01,,,tbd,
K-1 Grand Prix,K-1 Grand Prix,0,PS,1999.0,1.0,Fighting,Jaleco,,,0.01,0.01,0.0,0.0,0.01,,,,
Rave Master: Special Attack Force!,Rave Master,1,GBA,2002.0,3.0,Fighting,Konami Digital Entertainment,KCEJ,T,0.01,0.0,0.0,0.0,0.01,56.0,9.0,tbd,
Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,Simple 2000 Series Vol. 120,0,PS2,2007.0,8.0,Strategy,D3Publisher,,,0.0,0.0,0.01,0.0,0.01,,,,
Casper,Casper,1,GBA,2002.0,10.0,Adventure,Microids,,,0.01,0.0,0.0,0.0,0.01,,,,
AKB1/48: Idol to Guam de Koishitara...,AKB1/48,1,X360,,10.0,Misc,,,,0.0,0.0,0.01,0.0,0.01,,,,
Adventure Time: The Secret of the Nameless ,Adventure Time,1,X360,2014.0,,Adventure,Little Orbit,,,0.01,0.0,0.0,0.0,0.01,,,,
Football Manager 2005,Football Manager 2005,0,PC,2004.0,12.0,Sports,Sega,,,0.0,0.01,0.0,0.0,0.01,,,,
Hakuoki: Reimeiroku DS,Hakuoki,1,DS,2012.0,4.0,Action,Idea Factory,,,0.0,0.0,0.01,0.0,0.01,,,,
BattleForge,BattleForge,0,PC,2009.0,3.0,Strategy,Electronic Arts,EA Phenomic,T,0.0,0.01,0.0,0.0,0.01,75.0,37.0,7,112.0
Turbo Trainz,Turbo Trainz,0,Wii,2012.0,12.0,Racing,Mastertronic,,,0.0,0.01,0.0,0.0,0.01,,,,
Ro-Kyu-Bu! Secret Photo Op,Ro-Kyu-Bu! Secret Photo Op,0,PSV,2014.0,3.0,Adventure,Kadokawa Games,,,0.0,0.0,0.01,0.0,0.01,,,,
